source_pdf,authors,year,title,journal,pmid,doi
Edinburgh Infectious Diseases publications 2012.pdf,"316.  McLeish, N.J., Witteveldt, J., Clasper, L., McIntyr e, C., McWilliam Leitch, E.C., Hardie, A., Bennett, S., Gunson, 
R., Carman, W.F., Feeney, S.A., et al.",2012,"Development and assay of RNA transcripts of enterovirus species 
A to D, rhinovirus species a to C, and human parechovirus: assessment of assay se nsitivity and specificity of 
real-time screening and typing methods","J Clin Microbiol 50, 2910 -2917",21593263,"DOI:
    
  

      10.1128/JCM.02445-10"
Edinburgh Infectious Diseases publications 2012.pdf,"317.  McNally, L., Brown, S.P., and Jackson, A.L.",2012,Cooperation and the evolution of intelligence,"Proc Biol Sci 
279, 3027 -3034",22496188,"DOI:
    
  

      10.1098/rspb.2012.0206"
Edinburgh Infectious Diseases publications 2012.pdf,"318.  McQuillan, R., E klund, N., Pirastu, N., Kuningas, M., McEvoy, B.P., Esko, T., Corre, T., Davies, G., Kaakinen, M., 
Lyytikainen, L.P., et al.",2012,Evidence of Inbreeding Depression on Human Height,"PLoS Genet 8, e1002655",22829771,"DOI:
    
  

      10.1371/journal.pgen.1002655"
Edinburgh Infectious Diseases publications 2012.pdf,"319.  McSorley, H.J., and Maizels, R.M.",2012,H elminth infections and host immune regulation,"Clin Microbiol Rev 
25, 585 -608",14755074,"DOI:
    
  

      10.1385/CRIAI:26:1:35"
Edinburgh Infectious Diseases publications 2012.pdf,"320.  McSorley, H.J., O'Gorman, M.T., Blair, N., Sutherland, T.E., Filbey, K.J., and Maizels, R.M.",2012,"Suppression 
of type 2 immunity and allergic airway inflammation by secr eted products of the helminth Heligmosomoides 
polygyrus","Eur J Immunol 42, 2667 -2682",20876311,"DOI:
    
  

      10.1084/jem.20101074"
Edinburgh Infectious Diseases publications 2012.pdf,"321.  McTaggart, S.J., Obbard, D.J., Conlon, C., and Little, T.J.",2012,"Immune genes undergo more adaptive 
evolution than non -immune system genes in Daphnia pulex","BMC E vol Biol 12, 63",15638461,"DOI:
    
  

      10.1007/s00239-004-2641-8"
Edinburgh Infectious Diseases publications 2012.pdf,"322.  McTaggart, S.J., Wilson, P.J., and Little, T.J.",2012,"Daphnia magna shows reduced infection upon secondary 
exposure to a pathogen","Biol Lett 8, 972 -975",21550363,"DOI:
    
  

      10.1016/j.dci.2011.04.004"
Edinburgh Infectious Diseases publications 2012.pdf,"323.  McWilliam Leitch, E.C., Cabrerizo, M., Cardosa, J., Harvala, H., Ivanova, O.E., Koike, S., Kroes, A.C., Lukashev, 
A., Perera, D., Roivainen, M., et al.",2012,"The association of recombination events in the founding and 
emergence of subgenogroup evolutionary lineages of human enterovirus 71","J Virol 86, 2676 -2685",21148280,"DOI:
    
  

      10.1099/jmm.0.025056-0"
Edinburgh Infectious Diseases publications 2012.pdf,"324.  Mellanby, R.J., Cambrook, H., Turner, D., O'Connor, R.A., Leech, M.D., Kurschus, F.C., Macdonald, A.S., 
Arnold, B., and Anderton, S.M.",2012,"TLR -4 ligation of dendritic cells is sufficient to drive pathogenic T cell 
function in experimental autoimmune en cephalomyelitis","J Neuroinflammation 9, 248",24220208,"DOI:
    
  

      10.1016/j.imlet.2013.11.001"
Edinburgh Infectious Diseases publications 2012.pdf,"325.  Mellata, M., Maddux, J.T., Nam, T., Thomson, N., Hauser, H., Stevens, M.P., Mukhopadhyay, S., Sarker, S., 
Crabbe, A., Nickerson, C.A., et al.",2012,"New insights into the bacterial fitness -associated mecha nisms 
revealed by the characterization of large plasmids of an avian pathogenic E",coli,20086082,"DOI:
    
  

      10.1128/IAI.00981-09"
Edinburgh Infectious Diseases publications 2012.pdf,"PLoS One 7, e29481.  
326.  Mercaldi, G.F., Pereira, H.M., Cordeiro, A.T., Michels, P.A., and Thiemann, O.H.",2012,"Structural role of the 
active -site metal in the confo rmation of Trypanosoma brucei phosphoglycerate mutase","Febs J 279, 2012 -
2021",10691985,"DOI:
    
  

      10.1046/j.1432-1327.2000.01145.x"
Edinburgh Infectious Diseases publications 2012.pdf,"327.  Mideo, N., Acosta -Serrano, A., Aebischer, T., Brown, M.J., Fenton, A., Friman, V.P., Restif, O., Reece, S.E., 
Webster, J.P., and Brown, S.P.",2012,"Life in cells, hosts, an d vectors: Parasite evolution across scales","Infect 
Genet Evol",27599631,"DOI:
    
  

      10.1016/j.pt.2016.08.003"
Edinburgh Infectious Diseases publications 2012.pdf,"328.  Mideo, N., and Reece, S.E.",2012,"Plasticity in parasite phenotypes: evolutionary and ecological implications 
for disease","Future Microbiol 7, 17-24",22191443,"DOI:
    
  

      10.2217/fmb.11.134"
Edinburgh Infectious Diseases publications 2012.pdf,"329.  Miranda -Casoluengo, R., Coulson , G.B., Miranda -Casoluengo, A., Vazquez -Boland, J.A., Hondalus, M.K., and 
Meijer, W.G.",2012,"The hydroxamate siderophore rhequichelin is required for virulence of the pathogenic 
actinomycete Rhodococcus equi","Infect Immun 80, 4106 -4114",31790793,"DOI:
    
  

      10.1016/j.micpath.2019.103885"
Edinburgh Infectious Diseases publications 2012.pdf,"330.  Mitchell, K.M., Mutapi, F., Savill, N.J., and Woolhouse, M.E.",2012,"Protective immunity to Schistosoma 
haematobium infection is primarily an anti -fecundity response stimulated by the death of adult worms","Proc 
Natl Acad Sci U S A 109, 13347 -13352",25001462,"DOI:
    
  

      10.1093/infdis/jiu374"
Edinburgh Infectious Diseases publications 2012.pdf,"331.  Mitry, D., Awan, M.A., Borooah, S., Siddiqui, M.A.R., Brogan, K., Fleck, B.W., Wright, A., Campbell, H., Singh, 
J., Charteris, D.G., et al.",2012,"Surgical outcome and risk stratification for primary retinal detachment repair: 
results from the Scottish Ret inal Detachment study","Brit J Ophthalmol 96, 730 -734",32245850,"DOI:
    
  

      10.1136/bjophthalmol-2020-315945"
Edinburgh Infectious Diseases publications 2012.pdf,"332.  Mitry, D., Awan, M.A., Borooah, S., Syrogiannis, A., Lim -Fat, C., Campbell, H., Wright, A.F., Fleck, B.W., 
Charteris, D.G., Yorston, D., et al.",2012,"Long -term visual acuity and the duration of m acular detachment: 
findings from a prospective population -based study",Br J Ophthalmol,16679792,"DOI:
    
  

      10.1159/000091761"
Edinburgh Infectious Diseases publications 2012.pdf,"333.  Moda, F., Suardi, S., Di Fede, G., Indaco, A., Limido, L., Vimercati, C., Ruggerone, M., Campagnani, I., 
Langeveld, J., Terruzzi, A., et al.",2012,"MM2 -thalamic C reutzfeldt -Jakob disease: neuropathological, 
biochemical and transmission studies identify a distinctive prion strain","Brain Pathol 22, 662 -669",26847207,"DOI:
    
  

      10.1186/s40478-016-0284-9"
Edinburgh Infectious Diseases publications 2012.pdf,"334.  Modrzynska, K.K., Creasey, A., Loewe, L., Cezard, T., Borges, S.T., Martinelli, A., Rodrigues, L., Cravo, P., 
Blaxter, M., Carter, R., et al.",2012,"Quantitative genome re -sequencing defines multiple mutations 
conferring chloroquine resistance in rodent malaria",BMC Genomics 13,20846421,"DOI:
    
  

      10.1186/1471-2164-11-499"
Edinburgh Infectious Diseases publications 2012.pdf,"The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336  
335.  Mok, S.W., Proia, R.L., Brinkmann, V., and Mabbott, N.A.",2012,"B cell -spec ific S1PR1 deficiency blocks prion 
dissemination between secondary lymphoid organs","J Immunol 188, 5032 -5040",18199638,"DOI:
    
  

      10.1128/JVI.02036-07"
Edinburgh Infectious Diseases publications 2012.pdf,"336.  Molesworth, A.M., Smith, A.J., Everington, D., Ord, F., Watt, P., Will, R.G., and Ward, H.J.",2012,"Risk factors 
for variant Creutzfeldt -Jakob disease in dental practice: a case -control study","Br Dent J 213, E19",23222331,"DOI:
    
  

      10.1038/sj.bdj.2012.1108"
Edinburgh Infectious Diseases publications 2012.pdf,"337.  Morgan, A.D., Quigley, B.J., Brown, S.P., Buckling, A., and van Baalen, M.",2012,"Selection on non -social traits 
limits the invasion of social cheats","Ecol Lett 15, 841 -846",19473399,"DOI:
    
  

      10.1111/j.1558-5646.2009.00708.x"
Edinburgh Infectious Diseases publications 2012.pdf,"338. Morgan, H.P., Mertens, H.D., Guariento, M., Schmidt, C.Q., Soares, D.C., Svergun, D.I., Herbert, A.P., Barlow, 
P.N., and Hannan, J.P.",2012,"Structural analysis of the C -terminal region (modules 18 -20) of complement 
regulator factor H (FH)","PLoS One 7, e32187",30217822,"DOI:
    
  

      10.1074/jbc.RA118.004767"
Edinburgh Infectious Diseases publications 2012.pdf,"339.  Morgan, H.P., Walsh, M.J., Blackburn, E.A., Wear, M.A., Boxer, M.B., Shen, M., McNae, I.W., Nowicki, M.W., 
Michels, P.A., Auld, D.S., et al.",2012,"A new family of covalent inhibitors block nucleotide binding to the 
active site of pyruvate ki nase",Biochem J,18775437,"DOI:
    
  

      10.1016/j.jmb.2008.08.037"
Edinburgh Infectious Diseases publications 2012.pdf,"340.  Morris, A.P., Voight, B.F., Teslovich, T.M., Ferreira, T., Segre, A.V., Steinthorsdottir, V., Strawbridge, R.J., Khan, 
H., Grallert, H., Mahajan, A., et al.",2012,"Large -scale association analysis provides insights into the genetic 
architecture and pathophysiology of type 2 diabetes","Nat Genet 44, 981 -990",22885922,"DOI:
    
  

      10.1038/ng.2383"
Edinburgh Infectious Diseases publications 2012.pdf,"341.  Morrissey, M.B., Parker, D.J., Korsten, P., Pemberton, J.M., Kruuk, L.E., and Wilson, A.J.",2012,"The prediction 
of adaptive evolution: empirical application of the secondary theorem of selection and comparison to the 
breeder's equation","Evolution 66, 2399 -2410",20831731,"DOI:
    
  

      10.1111/j.1420-9101.2010.02084.x"
Edinburgh Infectious Diseases publications 2012.pdf,"342.  Morrissey, M.B., Walling, C.A., Wilson, A.J., Pemberton, J.M., Clutton -Brock, T.H., and Kruuk, L.E.",2012,Genetic analysis of life -history constraint and evoluti on in a wild ungulate population,"Am Nat 179, E97 -114",25278555,"DOI:
    
  

      10.1534/genetics.114.164319"
Edinburgh Infectious Diseases publications 2012.pdf,"343.  Morse, K., Norimine, J., Hope, J.C., and Brown, W.C.",2012,"Breadth of the CD4+ T cell response to 
Anaplasma marginale VirB9 -1, VirB9 -2 and VirB10 and MHC class II DR and DQ restriction elements","Immunogenetics 64, 507 -523",16220347,"DOI:
    
  

      10.1007/s00251-005-0045-6"
Edinburgh Infectious Diseases publications 2012.pdf,"344.  Moss, D.K., Remarque, E.J., Faber, B.W., Cavanagh, D.R., Arnot, D.E., Thomas, A.W., and Holder, A.A.",2012,"Plasmodium falciparum 19 -kilodalton merozoite surface protein 1 (MSP1) -specific antibodies that interfere 
with pa rasite growth in vitro can inhibit MSP1 processing, merozoite invasion, and intracellular parasite 
development","Infect Immun 80, 1280 -1287",19805526,"DOI:
    
  

      10.1128/IAI.00167-09"
Edinburgh Infectious Diseases publications 2012.pdf,"345.  Mukherjee, A., Bilton, P.R., Mackay, L., Janoschka, A., Zhu, H., Rea, D., Langridge -Smith, P.R., Campopiano, 
D.J., Teschner, T., Trautwein, A.X., et al.",2012,"Ferric ion (hydr)oxo clusters in the ""Venus flytrap"" cleft of 
FbpA: Mossbauer, calorimetric and mass spectrometric studies","J Biol Inorg Chem 17, 573 -588",23884152,"DOI:
    
  

      10.1039/c3mt00091e"
Edinburgh Infectious Diseases publications 2012.pdf,"346.  Mukherjee, A., Bilton, P.R., Mackay, L., Janos chka, A., Zhu, H.Z., Rea, D., Langridge -Smith, P.R.R., Campopiano, 
D.J., Teschner, T., Trautwein, A.X., et al.",2012,"Ferric ion (hydr)oxo clusters in the ""Venus flytrap"" cleft of 
FbpA: Mossbauer, calorimetric and mass spectrometric studies","Journal of Bi ological Inorganic Chemistry 17, 
573-588",23884152,"DOI:
    
  

      10.1039/c3mt00091e"
Edinburgh Infectious Diseases publications 2012.pdf,"347.  Munday, D.C., Surtees, R., Emmott, E., Dove, B.K., Digard, P., Barr, J.N., Whitehouse, A., Matthews, D., and 
Hiscox, J.A.",2012,"Using SILAC and quantitative proteomics to investigate the interactions between  viral and 
host proteomes","Proteomics 12, 666 -672",22246955,"DOI:
    
  

      10.1002/pmic.201100488"
Edinburgh Infectious Diseases publications 2012.pdf,"348.  Munera, D., Martinez, E., Varyukhina, S., Mahajan, A., Ayala -Sanmartin, J., and Frankel, G.",2012,"Recruitment and membrane interactions of host cell proteins during attachment of enteropathogenic an d 
enterohaemorrhagic Escherichia coli","Biochem J 445, 383 -392",23033475,"DOI:
    
  

      10.1128/mBio.00317-12"
Edinburgh Infectious Diseases publications 2012.pdf,"349.  Munoz, A., Marcos, J.F., and Read, N.D.",2012,"Concentration -dependent mechanisms of cell penetration 
and killing by the de novo designed antifungal hexapeptide PAF26","Mol Microbiol 85, 89-106",23349973,"DOI:
    
  

      10.1371/journal.pone.0054813"
Edinburgh Infectious Diseases publications 2012.pdf,"350.  Munoz, A., and Read, N.D.",2012,"Live -cell imaging and analysis shed light on the complexity and dynamics of 
antimicrobial Peptide action","Front Immunol 3, 248",30135402,"DOI:
    
  

      10.3390/biom8030077"
Edinburgh Infectious Diseases publications 2012.pdf,"351.  Muratore, G., Goracci, L., Mercorelli, B., Foeglein, A., Digard, P., Cruciani, G., Palu, G., and Loregian, A.",2012,"Small molecule inhibitors of influenza A and B viruses that act by disrupting subunit interactions of the viral 
polymerase","Proc Natl Acad  Sci U S A 109, 6247 -6252",30885750,"DOI:
    
  

      10.1016/j.antiviral.2019.03.003"
Edinburgh Infectious Diseases publications 2012.pdf,"352.  Muratore, G., Mercorelli, B., Goracci, L., Cruciani, G., Digard, P., Palu, G., and Loregian, A.",2012,"Human 
cytomegalovirus inhibitor AL18 also possesses activity against influenza A and B viruses","Antimicrob Agents 
Chemother 56, 6009 -6013",39117284,"DOI:
    
  

      10.1016/j.antiviral.2024.105980"
Edinburgh Infectious Diseases publications 2012.pdf,"353.  Mutapi, F.",2012,Advances in Parasite Control in Africa: From Basic Science to Translation,"J Parasitol Res 
2012 , 158039",22888402,"DOI:
    
  

      10.1155/2012/158039"
Edinburgh Infectious Diseases publications 2012.pdf,"354.  Mutapi, F.",2012,Helminth parasite proteomics: from experimental models to human infections,"Parasitology 139, 1195 -1204",22455721,"DOI:
    
  

      10.1017/S0031182011002423"
Edinburgh Infectious Diseases publications 2012.pdf,"The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336  
355.  Mwakal inga, S.B., Wang, C.W., Bengtsson, D.C., Turner, L., Dinko, B., Lusingu, J.P., Arnot, D.E., Sutherland, 
C.J., Theander, T.G., and Lavstsen, T.",2012,"Expression of a type B RIFIN in Plasmodium falciparum 
merozoites and gametes","Malar J 11, 429",12438381,"DOI:
    
  

      10.1128/IAI.70.12.7013-7021.2002"
Edinburgh Infectious Diseases publications 2012.pdf,"356.  Mylon as, K.J., Hoeve, M.A., Macdonald, A.S., and Allen, J.E.",2012,"Alternative activation of macrophages by 
filarial nematodes is MyD88 -independent",Immunobiology,22074389,"DOI:
    
  

      10.1186/1471-2172-12-63"
Edinburgh Infectious Diseases publications 2012.pdf,"357.  Nadeau, N.J., Martin, S.H., Kozak, K.M., Salazar, C., Dasmahapatra, K.K., Davey, J.W., Bax ter, S.W., Blaxter, 
M.L., Mallet, J., and Jiggins, C.D.",2012,"Genome -wide patterns of divergence and gene flow across a 
butterfly radiation",Mol Ecol,24962067,"DOI:
    
  

      10.1111/mec.12844"
Edinburgh Infectious Diseases publications 2012.pdf,"358.  Nausch, N., Bourke, C.D., Appleby, L.J., Rujeni, N., Lantz, O., Trottein, F., Midzi, N., Mduluza, T., and Mutapi, F.",2012,"Proportions of CD4+ memory T cells are altered in individuals chronically infected with Schistosoma 
haematobium","Sci Rep 2, 472",22429049,"DOI:
    
  

      10.1111/j.1365-3024.2012.01363.x"
Edinburgh Infectious Diseases publications 2012.pdf,"359.  Nausch, N., Louis, D., Lantz, O., Peguillet, I., Trottein, F., Chen, I.Y., Appleby, L.J., Bourk e, C.D., Midzi, N., 
Mduluza, T., et al.",2012,"Age -Related Patterns in Human Myeloid Dendritic Cell Populations in People 
Exposed to Schistosoma haematobium Infection","PLoS Negl Trop Dis 6, e1824",18045464,"DOI:
    
  

      10.1186/1471-2334-7-139"
Edinburgh Infectious Diseases publications 2012.pdf,"360.  Nazzi, F., Brown, S.P., Annoscia, D., Del Piccolo, F. , Di Prisco, G., Varricchio, P., Della Vedova, G., Cattonaro, F., 
Caprio, E., and Pennacchio, F.",2012,"Synergistic parasite -pathogen interactions mediated by host immunity 
can drive the collapse of honeybee colonies","PLoS Pathog 8, e1002735",25144447,"DOI:
    
  

      10.1371/journal.ppat.1004323"
Edinburgh Infectious Diseases publications 2012.pdf,"361.  Ness, R .W., Morgan, A.D., Colegrave, N., and Keightley, P.D.",2012,"Estimate of the Spontaneous Mutation 
Rate in Chlamydomonas reinhardtii","Genetics 192, 1447 -1454",23051642,"DOI:
    
  

      10.1534/genetics.112.145078"
Edinburgh Infectious Diseases publications 2012.pdf,"362.  Newman, R.M., Kuntzen, T., Weiner, B., Berical, A., Charlebois, P., Kuiken, C., Murphy, D.G. , Simmonds, P., 
Bennett, P., Lennon, N.J., et al.",2012,"Whole Genome Pyrosequencing of Rare Hepatitis C Virus Genotypes 
Enhances Subtype Classification and Identification of Naturally Occurring Drug Resistance Variants","J Infect 
Dis",29982508,"DOI:
    
  

      10.1093/infdis/jiy401"
Edinburgh Infectious Diseases publications 2012.pdf,"363.  Ng, T.F., Marin e, R., Wang, C., Simmonds, P., Kapusinszky, B., Bodhidatta, L., Oderinde, B.S., Wommack, K.E., 
and Delwart, E.",2012,"High variety of known and new RNA and DNA viruses of diverse origins in untreated 
sewage","J Virol 86, 12161 -12175",25583447,"DOI:
    
  

      10.1016/j.meegid.2015.01.001"
Edinburgh Infectious Diseases publications 2012.pdf,"364.  Ni Choileain, S.,  and Astier, A.L.",2012,CD46 processing: a means of expression,"Immunobiology 217, 169 -
175",21742405,"DOI:
    
  

      10.1016/j.imbio.2011.06.003"
Edinburgh Infectious Diseases publications 2012.pdf,"365.  Nicol, M.Q., Ligertwood, Y., Bacon, M.N., Dutia, B.M., and Nash, A.A.",2012,"A novel family of peptides with 
potent activity against influenza A viruses","J Gen Virol 93, 980 -986",22258859,"DOI:
    
  

      10.1099/vir.0.038679-0"
Edinburgh Infectious Diseases publications 2012.pdf,"366.  Nielsen, J.F., English, S., Goodall -Copestake, W.P., Wang, J., Walling, C.A., Bateman, A.W., Flower, T.P., 
Sutcliffe, R.L., Samson, J., Thavarajah, N.K., et al.",2012,"Inbreeding and inbreeding depression of early life 
traits i n a cooperative mammal","Mol Ecol 21, 2788 -2804",18031526,"DOI:
    
  

      10.1111/j.1365-2656.2007.01318.x"
Edinburgh Infectious Diseases publications 2012.pdf,"367.  Njongmeta, L.M., Bray, J., Davies, C.J., Davis, W.C., Howard, C.J., Hope, J.C., Palmer, G.H., Brown, W.C., and 
Mwangi, W.",2012,"CD205 antigen targeting combined with dendritic cell recruitment factors and antigen -
linked CD40L activation primes and expands significant antigen -specific antibody and CD4(+) T cell responses 
following DNA vaccination of outbred animals","Vaccine 30, 1624 -1635",12244180,"DOI:
    
  

      10.4049/jimmunol.169.7.3837"
Edinburgh Infectious Diseases publications 2012.pdf,"368.  Nonaka, Y., Yoshida, W., Abe, K., Ferri, S., Schulze, H., Bac hmann, T.T., and Ikebukuro, K.",2012,"Affinity 
improvement of a VEGF aptamer by in silico maturation for a sensitive VEGF -detection system",Anal Chem,24018905,"DOI:
    
  

      10.1002/bit.25111"
Edinburgh Infectious Diseases publications 2012.pdf,"369.  Nones, K., Ledur, M.C., Zanella, E.L., Klein, C., Pinto, L.F., Moura, A.S., Ruy, D.C., Baron, E.E.,  Ambo, M., 
Campos, R.L., et al.",2012,"Quantitative trait loci associated with chemical composition of the chicken 
carcass","Anim Genet 43, 570 -576",22497237,"DOI:
    
  

      10.1111/j.1365-2052.2012.02321.x"
Edinburgh Infectious Diseases publications 2012.pdf,"370.  Nussey, D.H., Froy, H., Lemaitre, J.F., Gaillard, J.M., and Austad, S.N.",2012,"Senescence in natural  
populations of animals: Widespread evidence and its implications for bio -gerontology","Ageing Res Rev 12, 
214-225",23961923,"DOI:
    
  

      10.1111/jeb.12204"
Edinburgh Infectious Diseases publications 2012.pdf,"371.  Nussey, D.H., Watt, K., Pilkington, J.G., Zamoyska, R., and McNeilly, T.N.",2012,"Age -related variation in 
immunity in a wild mammal po pulation","Aging Cell 11, 178 -180",28793894,"DOI:
    
  

      10.1186/s12936-017-1970-1"
Edinburgh Infectious Diseases publications 2012.pdf,"372.  O'Connor, R.A., Floess, S., Huehn, J., Jones, S.A., and Anderton, S.M.",2012,"Foxp3(+) Treg cells in the 
inflamed CNS are insensitive to IL -6-driven IL -17 production","Eur J Immunol 42, 1174 -1179",22539285,"DOI:
    
  

      10.1002/eji.201242567"
Edinburgh Infectious Diseases publications 2012.pdf,"373.  O'Connor, R.A., Li, X., Blumerman, S., Anderton, S.M., Noelle, R.J., and Dalton, D.K.",2012,"Adjuvant 
immunotherapy of experimental autoimmune encephalomyelitis: immature myeloid cells expressing CXCL10 
and CXCL16 attract CXCR3+CXCR6+ and myelin -specific T cells to the draining lymph nodes rather than the 
central nervous system","J Immunol 188, 2093 -2101",24220208,"DOI:
    
  

      10.1016/j.imlet.2013.11.001"
Edinburgh Infectious Diseases publications 2012.pdf,"374.  Obbard, D.J., Maclennan, J., Kim, K.W., Rambaut, A., O'Grady, P.M., and Jiggins, F.M.",2012,"Estimating 
divergence dates and substitution rates in t he Drosophila phylogeny","Mol Biol Evol 29, 3459 -3473",9628004,"DOI:
    
  

      10.1046/j.1365-294x.1998.00364.x"
Edinburgh Infectious Diseases publications 2012.pdf,"The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336  
375.  Okada, Y., Sim, X., Go, M.J., Wu, J.Y., Gu, D., Takeuchi, F., Takahashi, A., Maeda, S., Tsunoda, T., Chen, P., et al.",2012,"Meta -analysis identifies multiple loci associated with kidney function -related traits in east Asian 
populations","Nat Genet 44, 904 -909",22797727,"DOI:
    
  

      10.1038/ng.2352"
Edinburgh Infectious Diseases publications 2012.pdf,"376.  Ondrovics, M., Gasser, R.B., Ruttkowski, B., Nisbet, A.J., and Joachim, A.",2012,"Transcription profiles for two 
key gender -specific gene families in Oesophagostomum dentatum during dev elopment in vivo and in vitro","Infect Genet Evol 12, 137 -141",23206956,"DOI:
    
  

      10.1016/j.exppara.2012.11.021"
Edinburgh Infectious Diseases publications 2012.pdf,"377.  Opazo, A., Dominguez, M., Bello, H., Amyes, S.G., and Gonzalez -Rocha, G.",2012,"OXA -type carbapenemases 
in Acinetobacter baumannii in South America","J Infect Dev Ctries 6, 311 -316",22505439,"DOI:
    
  

      10.3855/jidc.2310"
Edinburgh Infectious Diseases publications 2012.pdf,"378.  Opazo, A., Sonnevend, A., Lopes, B., Hamouda, A., Ghazawi, A., Pal, T., and Amyes, S.G.",2012,"Plasmid -
encoded PER -7 beta -lactamase responsible for ceftazidime resistance in Acinetobacter baumannii isolated in 
the United Arab Emirates","J Antimicrob Chemothe r 67, 1619 -1622",18844691,"DOI:
    
  

      10.1111/j.1469-0691.2008.02056.x"
Edinburgh Infectious Diseases publications 2012.pdf,"379.  Pacholarz, K.J., Garlish, R.A., Taylor, R.J., and Barran, P.E.",2012,"Mass spectrometry based tools to 
investigate protein -ligand interactions for drug discovery","Chem Soc Rev 41, 4335 -4355",22532017,"DOI:
    
  

      10.1039/c2cs35035a"
Edinburgh Infectious Diseases publications 2012.pdf,"380.  Palgrave, C.J., Benato, L., Eatwell, K., Laurenson, I.F., and Smith, N.H.",2012,"Mycobacterium microti infection 
in two meerkats (Suricata suricatta)","J Comp Pathol 146, 278 -282",19070868,"DOI:
    
  

      10.1016/j.jcpa.2008.09.004"
Edinburgh Infectious Diseases publications 2012.pdf,"381.  Papadopoulos, N.G., Agache, I., Bavbek, S., Bilo, B.M., Braido, F., Car dona, V., Custovic, A., Demonchy, J., 
Demoly, P., Eigenmann, P., et al.",2012,"Research needs in allergy: an EAACI position paper, in collaboration 
with EFA","Clin Transl Allergy 2, 21",33036834,"DOI:
    
  

      10.1016/j.earlhumdev.2020.105191"
Edinburgh Infectious Diseases publications 2012.pdf,"382.  Parchi, P., de Boni, L., Saverioni, D., Cohen, M.L., Ferrer, I., Gambetti, P., Gelpi, E., Giaccone, G., Hauw, J.J., 
Hoftberger, R., et al.",2012,"Consensus classification of human prion disease histotypes allows reliable 
identification of molecular subtypes: an inter -rater study among surveillance centres in Europe and  USA","Acta 
Neuropathol 124, 517 -529",16923954,"DOI:
    
  

      10.1093/brain/awl224"
Edinburgh Infectious Diseases publications 2012.pdf,"383.  Paterson, G., Larsen, J., Harrison, E., Larsen, A., Morgan, F., Peacock, S., Parkhill, J., Zadoks, R., and Holmes, 
M.",2012,"First detection of livestock -associated meticillin -resistant Staphylococcus aureus CC398  in bulk 
tank milk in the United Kingdom, January to July 2012",Euro Surveill 17,26111237,"DOI:
    
  

      10.2807/1560-7917.es2015.20.24.21156"
Edinburgh Infectious Diseases publications 2012.pdf,"384.  Paterson, G.K., Larsen, A.R., Robb, A., Edwards, G.E., Pennycott, T.W., Foster, G., Mot, D., Hermans, K., Baert, 
K., Peacock, S.J., et al.",2012,"The newly described me cA homologue, mecALGA251, is present in methicillin -
resistant Staphylococcus aureus isolates from a diverse range of host species","J Antimicrob Chemother 67, 
2809 -2813",21641281,"DOI:
    
  

      10.1016/S1473-3099(11)70126-8"
Edinburgh Infectious Diseases publications 2012.pdf,"385.  Patrick, S., and Blakely, G.W.",2012,"Crossing the eukaryote -prokaryote divide: A  ubiquitin homolog in the 
human commensal bacterium Bacteroides fragilis","Mob Genet Elements 2, 149 -151",29184019,"DOI:
    
  

      10.1128/mBio.01902-17"
Edinburgh Infectious Diseases publications 2012.pdf,"386.  Pattaro, C., Kottgen, A., Teumer, A., Garnaas, M., Boger, C.A., Fuchsberger, C., Olden, M., Chen, M.H., Tin, A., 
Taliun, D., et al.",2012,"Genome -wide association and functional follow -up reveals new loci for kidney 
function","PLoS Genet 8, e1002584",22479191,"DOI:
    
  

      10.1371/journal.pgen.1002584"
Edinburgh Infectious Diseases publications 2012.pdf,"387.  Peden, A.H., and Ironside, J.W.",2012,Molecular pathology in neurodegenerative diseases,"Curr Drug Targets 
13, 1548 -1559",22974397,"DOI:
    
  

      10.2174/138945012803530134"
Edinburgh Infectious Diseases publications 2012.pdf,"388.  Peden, A.H., McGu ire, L.I., Appleford, N.E., Mallinson, G., Wilham, J.M., Orru, C.D., Caughey, B., Ironside, 
J.W., Knight, R.S., Will, R.G., et al.",2012,"Sensitive and specific detection of sporadic Creutzfeldt -Jakob 
disease brain prion protein using real -time quaking -induced conversion","J Gen Virol 93, 438 -449",22031526,"DOI:
    
  

      10.1099/vir.0.033365-0"
Edinburgh Infectious Diseases publications 2012.pdf,"389.  Pemberton, A.D., Brown, J.K., Craig, N.M., Pate, J., McLean, K., Inglis, N.F., Knox, D., and Knight, P.A.",2012,"Changes in protein expression in the sheep abomasum following trickle infection with Teladorsa gia 
circumcincta","Parasitology 139, 375 -385",22075947,"DOI:
    
  

      10.1017/S0031182011001983"
Edinburgh Infectious Diseases publications 2012.pdf,"390.  Pernagallo, S., Tura, O., Wu, M., Samuel, K., Diaz -Mochon, J.J., Hansen, A., Zhang, R., Jackson, M., Padfield, 
G.J., Hadoke, P.W., et al.",2012,Novel Biopolymers to Enhance Endothelialisation of Intra -vascular Devices,"Adv Healthc Mater 1, 646 -656",23184789,"DOI:
    
  

      10.1002/adhm.201200073"
