pmid,title,doi
31551376,Evaluating the population impact of hepatitis C direct acting antiviral treatment as prevention for people who inject drugs (EPIToPe) - a natural experiment (protocol).,10.1136/bmjopen-2019-029538
31527895,Interleukin 10 knock-down in bovine monocyte-derived macrophages has distinct effects during infection with two divergent strains of Mycobacterium bovis.,10.1371/journal.pone.0222437
31506353,Intracellular redox potential is correlated with miRNA expression in MCF7 cells under hypoxic conditions.,10.1073/pnas.1909455116
31479520,Recommendations on terminology and experimental best practice associated with plant nitric oxide research.,10.1111/nph.16157
31541734,A forty year journey: The generation and roles of NO in plants.,10.1016/j.niox.2019.09.006
31501051,Human cystic fibrosis monocyte derived macrophages display no defect in acidification of phagolysosomes when measured by optical nanosensors.,10.1016/j.jcf.2019.09.003
31546944,Reduction in Oviposition of Poultry Red Mite (Dermanyssus gallinae) in Hens Vaccinated with Recombinant Akirin.,10.3390/vaccines7030121
31481732,"Comparing uptake across breast, cervical and bowel screening at an individual level: a retrospective cohort study.",10.1038/s41416-019-0564-9
31518429,Phenome-wide Mendelian-randomization study of genetically determined vitamin D on multiple health outcomes using the UK Biobank study.,10.1093/ije/dyz182
31522809,UK vaccines network: Mapping priority pathogens of epidemic potential and vaccine pipeline developments.,10.1016/j.vaccine.2019.09.009
31537445,A Porcine circovirus type 2b (PCV2b)-based experimental vaccine is effective in the PCV2b-Mycoplasma hyopneumoniae coinfection pig model.,10.1016/j.vaccine.2019.09.029
31525371,The confounding effects of high genetic diversity on the determination and interpretation of differential gene expression analysis in the parasitic nematode Haemonchus contortus.,10.1016/j.ijpara.2019.05.012
31620455,Transcriptomics Analysis of Porcine Caudal Dorsal Root Ganglia in Tail Amputated Pigs Shows Long-Term Effects on Many Pain-Associated Genes.,10.3389/fvets.2019.00314
31530113,Viral infection causes sex-specific changes in fruit fly social aggregation behaviour.,10.1098/rsbl.2019.0344
31481766,Pressure regulates immune-cell function.,10.1038/d41586-019-02339-4
31484972,Urinary estrogens as a non-invasive biomarker of viable pregnancy in the giant panda (Ailuropoda melanoleuca).,10.1038/s41598-019-49288-6
31058393,Company matters: The presence of other genotypes alters traits and intraspecific selection in an Arctic diatom under climate change.,10.1111/gcb.14675
31553307,Mapping ICD-10 and ICD-10-CM Codes to Phecodes: Workflow Development and Initial Evaluation.,10.2196/14325
31456686,Regulation of Apoptotic Cell Clearance During Resolution of Inflammation.,10.3389/fphar.2019.00891
31469850,Predicting vaccine effectiveness in livestock populations: A theoretical framework applied to PRRS virus infections in pigs.,10.1371/journal.pone.0220738
31444997,Leveraging the Global Influenza Surveillance and Response System for global respiratory syncytial virus surveillance-opportunities and challenges.,10.1111/irv.12672
31428882,Predictive validity of a novel non-invasive estimation of effective shunt fraction in critically ill patients.,10.1186/s40635-019-0262-1
31473098,Development of a deep amplicon sequencing method to determine the species composition of piroplasm haemoprotozoa.,10.1016/j.ttbdis.2019.101276
31451085,"Evolution, Microbes, and Changing Ocean Conditions.",10.1146/annurev-marine-010318-095311
31448268,Future Trends in Synthetic Biology-A Report.,10.3389/fbioe.2019.00175
31033134,Disparity in endometriosis diagnoses between racial/ethnic groups.,10.1111/1471-0528.15805
31420999,Consistent within-individual plasticity is sufficient to explain temperature responses in red deer reproductive traits.,10.1111/jeb.13521
31467063,Evidence of Leptospira species and their significance during reintroduction of Eurasian beavers (Castorfiber) to Great Britain.,10.1136/vr.105429
31462998,The effects of individual nonheritable variation on fitness estimation and coexistence.,10.1002/ece3.5437
31366999,The effectiveness of home versus community-based weight control programmes initiated soon after breast cancer diagnosis: a randomised controlled trial.,10.1038/s41416-019-0522-6
31424614,Moving forward: Bronchiectasis and chronic suppurative lung disease in children and adults in the 21st century.,10.1111/resp.13670
31382859,Datafication and accountability in public health: Introduction to a special issue.,10.1177/0306312719860202
31397014,Analysis of the impact of CSF-1 administration in adult rats using a novel Csf1r-mApple reporter gene.,10.1002/JLB.MA0519-149R
31434729,Transcriptional Response of Ovine Lung to Infection with Jaagsiekte Sheep Retrovirus.,10.1128/JVI.00876-19
31435632,Dynamic optical rectification and delivery of active particles.,10.1039/c9sm00799g
31111651,Survival costs of reproduction are mediated by parasite infection in wild Soay sheep.,10.1111/ele.13275
31303294,"Global patterns in monthly activity of influenza virus, respiratory syncytial virus, parainfluenza virus, and metapneumovirus: a systematic analysis.",10.1016/S2214-109X(19)30264-5
31440274,"Identification of Rumen Microbial Genes Involved in Pathways Linked to Appetite, Growth, and Feed Conversion Efficiency in Cattle.",10.3389/fgene.2019.00701
31451697,Engineered CRISPRa enables programmable eukaryote-like gene activation in bacteria.,10.1038/s41467-019-11479-0
31433997,Efficacy and safety of tobramycin inhalation powder in bronchiectasis patients with P. aeruginosa infection: Design of a dose-finding study (iBEST-1).,10.1016/j.pupt.2019.101834
31372920,"High genetic diversity and recombination events of porcine astrovirus strains identified from ill and asymptomatic pigs in 2017, Hunan Province, China.",10.1007/s11262-019-01692-w
31427445,A Negative Feedback Loop Regulates Integrin Inactivation and Promotes Neutrophil Recruitment to Inflammatory Sites.,10.4049/jimmunol.1900443
31455446,Rosetting revisited: a critical look at the evidence for host erythrocyte receptors in Plasmodium falciparum rosetting.,10.1017/S0031182019001288
31437486,Epidemiology of antimicrobial-resistant Escherichia coli carriage in sympatric humans and livestock in a rapidly urbanizing city.,10.1016/j.ijantimicag.2019.08.014
31448727,Defining primary palliative care for universal health coverage.,10.1016/S0140-6736(19)31830-6
31397963,A Dual Killing Strategy: Photocatalytic Generation of Singlet Oxygen with Concomitant Pt(IV) Prodrug Activation.,10.1002/anie.201908511
31430421,Sex increases the probability of evolutionary rescue in the presence of a competitor.,10.1111/jeb.13525
31412882,Multi-host disease management: the why and the how to include wildlife.,10.1186/s12917-019-2030-6
31467332,Network analysis of canine brain morphometry links tumour risk to oestrogen deficiency and accelerated brain ageing.,10.1038/s41598-019-48446-0
31425900,Development of amplicon sequencing for the analysis of benzimidazole resistance allele frequencies in field populations of gastrointestinal nematodes.,10.1016/j.ijpddr.2019.08.003
31373271,Oral versus intravenous antibiotics for bone and joint infections: the OVIVA non-inferiority RCT.,10.3310/hta23380
31471459,Differential nanoscale organisation of LFA-1 modulates T-cell migration.,10.1242/jcs.232991
31370064,Association Between Respiratory Syncytial Virus-Associated Acute Lower Respiratory Infection in Early Life and Recurrent Wheeze and Asthma in Later Childhood.,10.1093/infdis/jiz311
31371496,A role for S-nitrosylation of the SUMO-conjugating enzyme SCE1 in plant immunity.,10.1073/pnas.1900052116
31371444,Fluoroquinolones and isoniazid-resistant tuberculosis: implications for the 2018 WHO guidance.,10.1183/13993003.00982-2019
31409360,Serologic responses to the PfEMP1 DBL-CIDR head structure may be a better indicator of malaria exposure than those to the DBL-α tag.,10.1186/s12936-019-2905-9
31390052,FAM19A4/miR124-2 methylation in invasive cervical cancer: A retrospective cross-sectional worldwide study.,10.1002/ijc.32614
31427444,Influenza Vaccination Primes Human Myeloid Cell Cytokine Secretion and NK Cell Function.,10.4049/jimmunol.1801648
31381898,Pyruvate Kinase Regulates the Pentose-Phosphate Pathway in Response to Hypoxia in Mycobacterium tuberculosis.,10.1016/j.jmb.2019.07.033
31278682,High-Performance Computing in Bayesian Phylogenetics and Phylodynamics Using BEAGLE.,10.1007/978-1-4939-9074-0_23
31320451,Defective bacterial phagocytosis is associated with dysfunctional mitochondria in COPD macrophages.,10.1183/13993003.02244-2018
31262304,"Plasticity and genetic variation in traits underpinning asexual replication of the rodent malaria parasite, Plasmodium chabaudi.",10.1186/s12936-019-2857-0
31289233,Quantitative modelling predicts the impact of DNA methylation on RNA polymerase II traffic.,10.1073/pnas.1903549116
31338894,Patterns of population structure and complex haplotype sharing among field isolates of the green alga Chlamydomonas reinhardtii.,10.1111/mec.15193
31278315,Interaction between the nasal microbiota and S. pneumoniae in the context of live-attenuated influenza vaccine.,10.1038/s41467-019-10814-9
31306056,"Lipidomics, Atrial Conduction, and Body Mass Index.",10.1161/CIRCGEN.118.002384
31284434,Human Adenovirus Serotype 5 Is Sensitive to IgM-Independent Neutralization In Vitro and In Vivo.,10.3390/v11070616
31358974,New alcohol-related genes suggest shared genetic mechanisms with neuropsychiatric disorders.,10.1038/s41562-019-0653-z
31291762,Macrophage-derived insulin-like growth factor-1 is a key neurotrophic and nerve-sensitizing factor in pain associated with endometriosis.,10.1096/fj.201900797R
31331664,Potential of Genome Editing to Improve Aquaculture Breeding and Production.,10.1016/j.tig.2019.06.006
31271446,Effects of common genetic variants associated with colorectal cancer risk on survival outcomes after diagnosis: A large population-based cohort study.,10.1002/ijc.32550
31322104,Cell Biology of Intracellular Adaptation of Mycobacterium leprae in the Peripheral Nervous System.,10.1128/microbiolspec.BAI-0020-2019
31248687,A prime-boost concept using a T-cell epitope-driven DNA vaccine followed by a whole virus vaccine effectively protected pigs in the pandemic H1N1 pig challenge model.,10.1016/j.vaccine.2019.06.044
31359584,Surgical removal of superficial peritoneal endometriosis for managing women with chronic pelvic pain: time for a rethink?,10.1111/1471-0528.15894
31259373,Pedigree-Based Estimation of Reproductive Value.,10.1093/jhered/esz033
31315955,Metagenomic Next-Generation Sequencing of the 2014 Ebola Virus Disease Outbreak in the Democratic Republic of the Congo.,10.1128/JCM.00827-19
31287393,"Streptococcus hillyeri sp. nov., isolated from equine trachea.",10.1099/ijsem.0.003489
31289129,Spt5 modulates cotranscriptional spliceosome assembly in Saccharomyces cerevisiae.,10.1261/rna.070425.119
31305886,Visualization and analysis of RNA-Seq assembly graphs.,10.1093/nar/gkz599
31262362,Time-of-day of blood-feeding: effects on mosquito life history and malaria transmission.,10.1186/s13071-019-3513-9
31310201,Domestication of Campylobacter jejuni NCTC 11168.,10.1099/mgen.0.000279
31327882,"Psychiatry and the Sociology of Novelty: Negotiating the US National Institute of Mental Health ""Research Domain Criteria"" (RDoC).",10.1177/0162243919841693
31292008,Characterisation of a niche-specific excretory-secretory peroxiredoxin from the parasitic nematode Teladorsagia circumcincta.,10.1186/s13071-019-3593-6
31358780,Host circadian rhythms are disrupted during malaria infection in parasite genotype-specific manners.,10.1038/s41598-019-47191-8
31350563,Population Gene Introgression and High Genome Plasticity for the Zoonotic Pathogen Streptococcus agalactiae.,10.1093/molbev/msz169
31366372,Variation in the prion protein gene (PRNP) sequence of wild deer in Great Britain and mainland Europe.,10.1186/s13567-019-0675-6
31273141,Rabbit haemorrhagic disease virus type 2 in hares in Scotland.,10.1136/vr.l4481
31324781,Deletion of a Csf1r enhancer selectively impacts CSF1R expression and development of tissue macrophage populations.,10.1038/s41467-019-11053-8
31349851,Strengthening national health research systems in the WHO African Region - progress towards universal health coverage.,10.1186/s12992-019-0492-8
31323428,"Draft genome sequence of a multidrug-resistant caprine isolate of Staphylococcus cohnii subsp. urealyticus from Tanzania encoding ermB, tet(K), dfrG, fusF and fosD.",10.1016/j.jgar.2019.07.006
31328533,'A bridge to normal': a qualitative study of Indonesian women's attendance in a phase two cardiac rehabilitation programme.,10.1177/1474515119864208
31289175,Positional Dynamics and Glycosomal Recruitment of Developmental Regulators during Trypanosome Differentiation.,10.1128/mBio.00875-19
31327324,Shedding of Cryptosporidium in calves and dams: evidence of re-infection and shedding of different gp60 subtypes.,10.1017/S0031182019000829
31283469,The bereaved parent.,10.7554/eLife.49932
31244210,Quantitative Proteomics Reveals Differences in the Response of Neutrophils Isolated from Healthy or Diabetic Subjects to Infection with Capsule-Variant Burkholderia thailandensis.,10.1021/acs.jproteome.9b00166
31182770,Enhanced avidity from a multivalent fluorescent antimicrobial peptide enables pathogen detection in a human lung model.,10.1038/s41598-019-44804-0
31275566,Ethical considerations in the use of GPS-based movement tracking in health research - lessons from a care-seeking study in rural west India.,10.7189/jogh.09.010323
31242179,Inferring the distribution of fitness effects of spontaneous mutations in Chlamydomonas reinhardtii.,10.1371/journal.pbio.3000192
31188340,Successful reintroduction of tumour necrosis factor-alpha inhibition after treatment of disseminated Lyme borreliosis.,10.4997/JRCPE.2019.207
31173715,Tissue-Engineering the Intestine: The Trials before the Trials.,10.1016/j.stem.2019.04.018
30988414,Radical polymerization inside living cells.,10.1038/s41557-019-0240-y
31209307,Modelling pathogen load dynamics to elucidate mechanistic determinants of host-Plasmodium falciparum interactions.,10.1038/s41564-019-0474-x
31243321,Modelling the dynamics of EBV transmission to inform a vaccine target product profile and future vaccination strategy.,10.1038/s41598-019-45381-y
31249313,Primary care implications of the British Thoracic Society Guidelines for bronchiectasis in adults 2019.,10.1038/s41533-019-0136-8
31235959,Genomic identification of cryptic susceptibility to penicillins and β-lactamase inhibitors in methicillin-resistant Staphylococcus aureus.,10.1038/s41564-019-0471-0
31229001,Clinically relevant antimicrobial resistance at the wildlife-livestock-human interface in Nairobi: an epidemiological study.,10.1016/S2542-5196(19)30083-X
31201324,Deterministic processes structure bacterial genetic communities across an urban landscape.,10.1038/s41467-019-10595-1
31196488,Performance of prediction models on survival outcomes of colorectal cancer with surgical resection: A systematic review and meta-analysis.,10.1016/j.suronc.2019.05.014
31165474,"Sublethal effects of natural parasitism act through maternal, but not paternal, reproductive success in a wild population.",10.1002/ecy.2772
31154673,High EMSY expression defines a BRCA-like subgroup of high-grade serous ovarian carcinoma with prolonged survival and hypersensitivity to platinum.,10.1002/cncr.32079
31169484,Segment 2 from influenza A(H1N1) 2009 pandemic viruses confers temperature-sensitive haemagglutinin yield on candidate vaccine virus growth in eggs that can be epistatically complemented by PB2 701D.,10.1099/jgv.0.001279
31217952,What does the Malawi Demographic and Health Survey say about the country's first Health Sector Strategic Plan?,10.7189/jogh.09.010314
31131100,A landscape review of the published research output relating to respiratory syncytial virus (RSV) in North & Central America and Europe between 2011-2015.,10.7189/jogh.09.010425
31056053,A brief history of bird flu.,10.1098/rstb.2018.0257
31225789,"Staphylococcus pseudoxylosus sp. nov., isolated from bovine mastitis.",10.1099/ijsem.0.003416
31113563,Prevalence of excessive negative energy balance in commercial United Kingdom dairy herds.,10.1016/j.tvjl.2019.04.001
31214130,Whole Genome Sequence Analysis Reveals Lower Diversity and Frequency of Acquired Antimicrobial Resistance (AMR) Genes in E. coli From Dairy Herds Compared With Human Isolates From the Same Region of Central Zambia.,10.3389/fmicb.2019.01114
31230590,Epilepsia partialis continua complicated by disseminated tuberculosis and hemophagocytic lymphohistiocytosis: a case report.,10.1186/s13256-019-2092-x
30716462,Endosymbionts interaction with trypanosomes in Palpalis group of Glossina captured in southwest Nigeria.,10.1016/j.parint.2019.01.011
31250016,Evaluation of the nutritive value of legume alternatives to soybean meal for broiler chickens.,10.3382/ps/pez374
31108097,The relationship between the presence of antibodies and direct detection of Toxoplasma gondii in slaughtered calves and cattle in four European countries.,10.1016/j.ijpara.2019.01.005
31249593,Optimizing Genomic Prediction of Host Resistance to Koi Herpesvirus Disease in Carp.,10.3389/fgene.2019.00543
31216354,Host-specialized fibrinogen-binding by a bacterial surface protein promotes biofilm formation and innate immune evasion.,10.1371/journal.ppat.1007816
30571921,Human Rhinovirus Inhibits Macrophage Phagocytosis of Bacteria in Chronic Obstructive Pulmonary Disease. More Than a Common Cold.,10.1164/rccm.201812-2283ED
31248918,The use of brain functional magnetic resonance imaging to determine the mechanism of action of gabapentin in managing chronic pelvic pain in women: a pilot study.,10.1136/bmjopen-2018-026152
31163085,Defining the genetic control of human blood plasma N-glycome using genome-wide association study.,10.1093/hmg/ddz054
31186429,Author Correction: The temporal dynamics and infectiousness of subpatent Plasmodium falciparum infections in relation to parasite density.,10.1038/s41467-019-10790-0
31170194,Dynamical analysis of bacteria in microscopy movies.,10.1371/journal.pone.0217823
31097277,"National, regional, and state-level burden of Streptococcus pneumoniae and Haemophilus influenzae type b disease in children in India: modelled estimates for 2000-15.",10.1016/S2214-109X(19)30081-6
31152163,A catalog of genetic loci associated with kidney function from analyses of a million individuals.,10.1038/s41588-019-0407-x
30946141,PANGEA-HIV 2: Phylogenetics And Networks for Generalised Epidemics in Africa.,10.1097/COH.0000000000000542
31068586,Systematic scoping review protocol of methodologies of chronic respiratory disease surveys in low/middle-income countries.,10.1038/s41533-019-0129-7
31127122,Dynamics-dependent density distribution in active suspensions.,10.1038/s41467-019-10283-0
31089176,Cathelicidins and the Onset of Labour.,10.1038/s41598-019-43766-7
31092285,Equine trypanosomosis: enigmas and diagnostic challenges.,10.1186/s13071-019-3484-x
31110139,NPR1 Promotes Its Own and Target Gene Expression in Plant Defense by Recruiting CDK8.,10.1104/pp.19.00124
31090781,Solid-phase synthesis of biocompatible N-heterocyclic carbene-Pd catalysts using a sub-monomer approach.,10.1039/c9ob00716d
31118459,High fidelity fibre-based physiological sensing deep in tissue.,10.1038/s41598-019-44077-7
31068148,Widespread gene duplication and adaptive evolution in the RNA interference pathways of the Drosophila obscura group.,10.1186/s12862-019-1425-0
30900113,Ov2 is a modulator of OvHV-2 RTA mediated gene expression.,10.1007/s11259-019-09748-w
31124433,Staphylococcus aureus in Animals.,10.1128/microbiolspec.GPP3-0060-2019
31127028,Performance of the Psoroptes ovis antibody enzyme-linked immunosorbent assay in the face of low-level mite infestation.,10.1136/vr.105304
31111358,Prevalence and Genetic Diversity of Toxoplasma gondii in Free-Ranging Chickens from the Caribbean.,10.2478/s11686-019-00071-7
31125837,Refugia and anthelmintic resistance: Concepts and challenges.,10.1016/j.ijpddr.2019.05.001
31089684,Novel and conserved functions of S-nitrosoglutathione reductase in tomato.,10.1093/jxb/erz234
31089142,Association analyses identify 31 new risk loci for colorectal cancer susceptibility.,10.1038/s41467-019-09775-w
31149748,The association between hepatocellular carcinoma and direct-acting anti-viral treatment in patients with decompensated cirrhosis.,10.1111/apt.15296
30888610,Regulation of Ov2 by virus encoded microRNAs.,10.1007/s11259-019-09749-9
31067654,Nitrate Reductase-Mediated Nitric Oxide Regulates the Leaf Shape in Arabidopsis by Mediating the Homeostasis of Reactive Oxygen Species.,10.3390/ijms20092235
31143546,Metabarcoding reveals a high diversity of woody host-associated Phytophthora spp. in soils at public gardens and amenity woodlands in Britain.,10.7717/peerj.6931
31076606,PA-X antagonises MAVS-dependent accumulation of early type I interferon messenger RNAs during influenza A virus infection.,10.1038/s41598-019-43632-6
31092516,Advances in bronchiectasis.,10.7861/clinmedicine.19-3-230
31153899,Evolutionary sex allocation theory explains sex ratios in natural Plasmodium falciparum infections.,10.1016/j.ijpara.2019.04.001
31076637,Considering appropriate replication in the design of animal social network studies.,10.1038/s41598-019-43764-9
31091291,In-depth proteomic characterization of Schistosoma haematobium: Towards the development of new tools for elimination.,10.1371/journal.pntd.0007362
31068450,Signal Transduction in Systemic Immunity.,10.1105/tpc.19.00349
31129718,Survival and functional outcome of revision total knee arthroplasty with a total stabilizer knee system: minimum 5 years of follow-up.,10.1007/s00590-019-02449-9
31046683,Hepatitis B vaccination uptake in hard-to-reach populations in London: a cross-sectional study.,10.1186/s12879-019-3926-2
31119724,Enhanced monocyte recruitment and delayed alternative macrophage polarization accompanies impaired repair following myocardial infarction in C57BL/6 compared to BALB/c mice.,10.1111/cei.13330
31099908,The pathogenic actinobacterium Rhodococcus equi: what's in a name?,10.1111/mmi.14267
31152063,Musashi interaction with poly(A)-binding protein is required for activation of target mRNA translation.,10.1074/jbc.RA119.007220
31043758,Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.,10.1038/s41588-019-0403-1
31203195,Gamma-glutamylcysteine synthetase and tryparedoxin 1 exert high control on the antioxidant system in Trypanosoma cruzi contributing to drug resistance and infectivity.,10.1016/j.redox.2019.101231
30570345,Dose-dependent differential resistance of inbred chicken lines to avian pathogenic Escherichia coli challenge.,10.1080/03079457.2018.1562154
30942858,The Fine-Scale Landscape of Immunity and Parasitism in a Wild Ungulate Population.,10.1093/icb/icz016
30975236,Detection of Neospora caninum DNA in cases of bovine and ovine abortion in the South-West of Scotland.,10.1017/S0031182019000301
30958812,BEAST 2.5: An advanced software platform for Bayesian evolutionary analysis.,10.1371/journal.pcbi.1006650
31036044,African trypanosomes.,10.1186/s13071-019-3355-5
31040117,Examining the Impact of Imputation Errors on Fine-Mapping Using DNA Methylation QTL as a Model Trait.,10.1534/genetics.118.301861
30944196,Factors That Influence Confirmation of Neisseria gonorrhoeae Positivity by Molecular Methods.,10.1128/JCM.02068-18
31039382,Tracking Staphylococcus aureus in the intensive care unit using whole-genome sequencing.,10.1016/j.jhin.2019.04.016
30938429,Variant Creutzfeldt-Jakob disease strain is identical in individuals of two PRNP codon 129 genotypes.,10.1093/brain/awz076
31041112,Patienthood and participation in the digital era.,10.1177/2055207619845546
31040221,Porcine reproductive and respiratory syndrome virus RNA detection in different matrices under typical storage conditions in the UK.,10.1136/vr.105312
30973701,Polymer Microarrays for the Discovery and Optimization of Robust Optical-Fiber-Based pH Sensors.,10.1021/acscombsci.9b00031
31029163,Impacts of breed type and vaccination on Teladorsagia circumcincta infection in native sheep in Gran Canaria.,10.1186/s13567-019-0646-y
30952484,The Challenge of Quantifying Synchrony in Malaria Parasites.,10.1016/j.pt.2019.03.002
30943202,Application of long read sequencing to determine expressed antigen diversity in Trypanosoma brucei infections.,10.1371/journal.pntd.0007262
30972799,"Lung eosinophils-A novel ""virus sink"" that is defective in asthma?",10.1111/all.13811
30945952,Higher Post-Operative Serum Vitamin D Level is Associated with Better Survival Outcome in Colorectal Cancer Patients.,10.1080/01635581.2019.1597135
30978238,"Cathelicidin is a ""fire alarm"", generating protective NLRP3-dependent airway epithelial cell inflammatory responses during infection with Pseudomonas aeruginosa.",10.1371/journal.ppat.1007694
31004175,Bayesian Inference of Evolutionary Histories under Time-Dependent Substitution Rates.,10.1093/molbev/msz094
30944092,Prevalence of cervical disease at age 20 after immunisation with bivalent HPV vaccine at age 12-13 in Scotland: retrospective population study.,10.1136/bmj.l1161
30964656,"α-Synuclein-Confocal Nanoscanning (ASYN-CONA), a Bead-Based Assay for Detecting Early-Stage α-Synuclein Aggregation.",10.1021/acs.analchem.8b03842
31005910,Serogroup-specific meningococcal carriage by age group: a systematic review and meta-analysis.,10.1136/bmjopen-2018-024343
31032631,Evaluation of vaccine delivery systems for inducing long-lived antibody responses to Dermanyssus gallinae antigen in laying hens.,10.1080/03079457.2019.1612514
30963709,Extracellular RNA in viral-host interactions: Thinking outside the cell.,10.1002/wrna.1535
31040320,Effect of co-infection with a small intestine-restricted helminth pathogen on oral prion disease pathogenesis in mice.,10.1038/s41598-019-42900-9
31034791,Mating barriers between genetically divergent strains of the parasitic nematode Haemonchus contortus suggest incipient speciation.,10.1016/j.ijpara.2019.02.008
30981312,A high throughput deep amplicon sequencing method to show the emergence and spread of Calicophoron daubneyi rumen fluke infection in United Kingdom cattle herds.,10.1016/j.vetpar.2019.02.007
30972757,International Forum on Occult hepatitis B infection and transfusion safety.,10.1111/vox.12743
31021446,"Severe asthma: Entering an era of new concepts and emerging therapies: Highlights of the 4th international severe asthma forum, Madrid, 2018.",10.1111/all.13843
30955124,The prevalence of methicillin-resistant Staphylococcus aureus among diabetic patients: a meta-analysis.,10.1007/s00592-019-01301-0
30929642,Improving engagement with healthcare in hepatitis C: a randomised controlled trial of a peer support intervention.,10.1186/s12916-019-1300-2
30936493,The lung environment controls alveolar macrophage metabolism and responsiveness in type 2 inflammation.,10.1038/s41590-019-0352-y
30869579,Phenotypic and molecular detection methods for carbapenemase-producing organisms and their clinical significance at two Scottish tertiary care hospitals.,10.1099/jmm.0.000931
30999631,Regulation of the Expression of DAPK1 by SUMO Pathway.,10.3390/biom9040151
30886375,The evolutionary ecology of circadian rhythms in infection.,10.1038/s41559-019-0831-4
31012846,MicroRNA-deficient mouse embryonic stem cells acquire a functional interferon response.,10.7554/eLife.44171
31035813,Accuracy of genotyping for HPV16 and 18 to triage women with low-grade squamous intraepithelial lesions: a pooled analysis of VALGENT studies.,10.1080/14737159.2019.1613890
30831156,Proteomic analysis of glycosomes from Trypanosoma cruzi epimastigotes.,10.1016/j.molbiopara.2019.02.008
30894567,Genetic differences in host infectivity affect disease spread and survival in epidemics.,10.1038/s41598-019-40567-w
30911363,"Highlights of the mini-symposium on extracellular vesicles in inter-organismal communication, held in Munich, Germany, August 2018.",10.1080/20013078.2019.1590116
30886578,Inflammation Resolution and the Induction of Granulocyte Apoptosis by Cyclin-Dependent Kinase Inhibitor Drugs.,10.3389/fphar.2019.00055
30900924,A pilot experience of common European infectious diseases curriculum for medical students: the IDEAL summer school.,10.2217/fmb-2019-0037
30832614,Benefits of annual chemotherapeutic control of schistosomiasis on the development of protective immunity.,10.1186/s12879-019-3811-z
30820541,Secretion of an Argonaute protein by a parasitic nematode and the evolution of its siRNA guides.,10.1093/nar/gkz142
30921789,Human Papillomavirus Research: Where Should We Place Our Bets?,10.1159/000493800
30886604,Metabolic Regulators Nampt and Sirt6 Serially Participate in the Macrophage Interferon Antiviral Cascade.,10.3389/fmicb.2019.00355
30840897,"Rapid Depletion of DIS3, EXOSC10, or XRN2 Reveals the Immediate Impact of Exoribonucleolysis on Nuclear RNA Metabolism and Transcriptional Control.",10.1016/j.celrep.2019.02.012
30876405,"Population genomic and evolutionary modelling analyses reveal a single major QTL for ivermectin drug resistance in the pathogenic nematode, Haemonchus contortus.",10.1186/s12864-019-5592-6
30914224,Vaccine-mediated protection of pigs against infection with pandemic H1N1 2009 swine influenza A virus requires a close antigenic match between the vaccine antigen and challenge virus.,10.1016/j.vaccine.2019.02.078
30917315,Nemo-like Kinase Drives Foxp3 Stability and Is Critical for Maintenance of Immune Tolerance by Regulatory T Cells.,10.1016/j.celrep.2019.02.087
30859358,"Comparison of Unyvero P55 Pneumonia Cartridge, in-house PCR and culture for the identification of respiratory pathogens and antibiotic resistance in bronchoalveolar lavage fluids in the critical care setting.",10.1007/s10096-019-03526-x
30871587,"Comparative virulence of Caribbean, Brazilian and European isolates of Toxoplasma gondii.",10.1186/s13071-019-3372-4
30849228,IL4Rα Signaling Abrogates Hypoxic Neutrophil Survival and Limits Acute Lung Injury Responses In Vivo.,10.1164/rccm.201808-1599OC
30849937,Genome-wide methylation is modified by caloric restriction in Daphnia magna.,10.1186/s12864-019-5578-4
30850636,Global monitoring of antimicrobial resistance based on metagenomics analyses of urban sewage.,10.1038/s41467-019-08853-3
30889246,The Inflammatory Bowel Disease Drug Azathioprine Induces Autophagy via mTORC1 and the Unfolded Protein Response Sensor PERK.,10.1093/ibd/izz039
30863552,SANTA-SIM: simulating viral sequence evolution dynamics under selection and recombination.,10.1093/ve/vez003
30910621,A soft 3D polyacrylate hydrogel recapitulates the cartilage niche and allows growth-factor free tissue engineering of human articular cartilage.,10.1016/j.actbio.2019.03.040
30895553,Assessment of the start-up process of anaerobic digestion utilizing swine manure: (13)C fractionation of biogas and microbial dynamics.,10.1007/s11356-019-04703-3
30856173,miR-181a/b-1 controls thymic selection of Treg cells and tunes their suppressive capacity.,10.1371/journal.pbio.2006716
30885620,Bacterial and viral respiratory tract microbiota and host characteristics in children with lower respiratory tract infections: a matched case-control study.,10.1016/S2213-2600(18)30449-1
30878084,"A novel, high-welfare methodology for evaluating poultry red mite interventions in vivo.",10.1016/j.vetpar.2019.01.011
30905265,"Access, accountability, and the proliferation of psychological therapy: On the introduction of the IAPT initiative and the transformation of mental healthcare.",10.1177/0306312719834070
30836896,When to kill a cull: factors affecting the success of culling wildlife for disease control.,10.1098/rsif.2018.0901
30926780,Inferring HIV-1 transmission networks and sources of epidemic spread in Africa with deep-sequence phylogenetic analysis.,10.1038/s41467-019-09139-4
30872317,Hypoxia and the regulation of myeloid cell metabolic imprinting: consequences for the inflammatory response.,10.15252/embr.201847388
30849176,The Etiological Role of Common Respiratory Viruses in Acute Respiratory Infections in Older Adults: A Systematic Review and Meta-analysis.,10.1093/infdis/jiy662
30880339,Global Disease Burden Estimates of Respiratory Syncytial Virus-Associated Acute Respiratory Infection in Older Adults in 2015: A Systematic Review and Meta-Analysis.,10.1093/infdis/jiz059
